particle_id,time_s,x_m,y_m,path_m,solver,abstol,reltol,gating
1002,3.06000000000000000e+04,2.04926174167174584e+05,1.49410916701905866e+05,4.96128064116616224e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,3.15000000000000000e+04,2.05074707552524167e+05,1.49392643007115723e+05,5.11093388865745783e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,3.24000000000000000e+04,2.05223449479242932e+05,1.49374315351585654e+05,5.26080070860516753e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,3.33000000000000000e+04,2.05372399964307901e+05,1.49355933751538047e+05,5.41088112112258932e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,3.42000000000000000e+04,2.05521559024696733e+05,1.49337498223197443e+05,5.56117514629084599e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,3.51000000000000000e+04,2.05670926677387528e+05,1.49319008782790537e+05,5.71168280415887057e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,3.60000000000000000e+04,2.05820502939359023e+05,1.49300465446546237e+05,5.86240411474378561e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,3.69000000000000000e+04,2.05970287827590451e+05,1.49281868230695545e+05,6.01333909803095685e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,3.78000000000000000e+04,2.06120281359061657e+05,1.49263217151471734e+05,6.16448777397426875e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,3.87000000000000000e+04,2.06270483550752921e+05,1.49244512225110142e+05,6.31585016249615910e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,3.96000000000000000e+04,2.06420894419645163e+05,1.49225753467848321e+05,6.46742628348798007e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,4.05000000000000000e+04,2.06571513982719858e+05,1.49206940895926033e+05,6.61921615681009371e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,4.14000000000000000e+04,2.06722342256958975e+05,1.49188074525585165e+05,6.77121980229199926e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,4.23000000000000000e+04,2.06873379259345063e+05,1.49169154373069759e+05,6.92343723973259512e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,4.32000000000000000e+04,2.07024625006861170e+05,1.49150180454626097e+05,7.07586848890025249e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,4.41000000000000000e+04,2.07176079516491009e+05,1.49131152786502527e+05,7.22851356953318918e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,4.50000000000000000e+04,2.07327742805218702e+05,1.49112071384949668e+05,7.38137250133935231e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,4.59000000000000000e+04,2.07479614890029014e+05,1.49092936266220262e+05,7.53444530399684209e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
1002,4.68000000000000000e+04,2.07631695787907200e+05,1.49073747446569207e+05,7.68773199715393275e+03,Tsit5,9.99999999999999980e-13,9.99999999999999980e-13,false
