particle_id,time_s,x_m,y_m,path_m
1002,3.78000000000000000e+04,2.06120281359061773e+05,1.49263217151471705e+05,6.16448777397438789e+03
1003,3.78000000000000000e+04,3.26324814665912301e+05,2.39865375412380643e+05,6.32629591578177224e+03
1001,3.87000000000000000e+04,8.60610854468528123e+04,5.86279949151579276e+04,6.21443256247508361e+03
1002,3.87000000000000000e+04,2.06270483550753037e+05,1.49244512225110113e+05,6.31585016249627824e+03
1003,3.87000000000000000e+04,3.26479881654653000e+05,2.39861029535062145e+05,6.48142379092603915e+03
1001,3.96000000000000000e+04,8.62066317541309254e+04,5.85948760877231689e+04,6.36369938495398674e+03
1002,3.96000000000000000e+04,2.06420894419645279e+05,1.49225753467848321e+05,6.46742628348809558e+03
1003,3.96000000000000000e+04,3.26635157085159386e+05,2.39856630847973342e+05,6.63676151257486708e+03
1001,4.05000000000000000e+04,8.63523869910847425e+04,5.85617024244768181e+04,6.51318209643811042e+03
1002,4.05000000000000000e+04,2.06571513982719975e+05,1.49206940895926062e+05,6.61921615681020558e+03
1003,4.05000000000000000e+04,3.26790640974354930e+05,2.39852179367375153e+05,6.79230911133128757e+03
1001,4.14000000000000000e+04,8.64983511747542507e+04,5.85284739416395823e+04,6.66288071027928891e+03
1002,4.14000000000000000e+04,2.06722342256959091e+05,1.49188074525585194e+05,6.77121980229211113e+03
1003,4.14000000000000000e+04,3.26946333339163626e+05,2.39847675109530683e+05,6.94806661772649659e+03
1001,4.23000000000000000e+04,8.66445243221800047e+04,5.84951906554343295e+04,6.81279523982520004e+03
1002,4.23000000000000000e+04,2.06873379259345151e+05,1.49169154373069818e+05,6.92343723973267424e+03
1003,4.23000000000000000e+04,3.27102234196510050e+05,2.39843118090705160e+05,7.10403406222029480e+03
1001,4.32000000000000000e+04,8.67909064504030830e+04,5.84618525820861105e+04,6.96292569841934710e+03
1002,4.32000000000000000e+04,2.07024625006861286e+05,1.49150180454626156e+05,7.07586848890036072e+03
1003,4.32000000000000000e+04,3.27258343563319242e+05,2.39838508327166026e+05,7.26021147520134582e+03
1001,4.41000000000000000e+04,8.69374975764651317e+04,5.84284597378221515e+04,7.11327209940113516e+03
1002,4.41000000000000000e+04,2.07176079516491096e+05,1.49131152786502615e+05,7.22851356953326467e+03
1003,4.41000000000000000e+04,3.27414661456516827e+05,2.39833845835182874e+05,7.41659888698766827e+03
1001,4.50000000000000000e+04,8.70842977174083644e+04,5.83950121388718471e+04,7.26383445610590206e+03
1002,4.50000000000000000e+04,2.07327742805218790e+05,1.49112071384949755e+05,7.38137250133942780e+03
1003,4.50000000000000000e+04,3.27571187893029011e+05,2.39829130631027452e+05,7.57319632782700683e+03
1001,4.59000000000000000e+04,8.72313068902755331e+04,5.83615098014667747e+04,7.41461278186491927e+03
1002,4.59000000000000000e+04,2.07479614890029101e+05,1.49092936266220349e+05,7.53444530399691757e+03
1003,4.59000000000000000e+04,3.27727922889782465e+05,2.39824362730973691e+05,7.73000382789708601e+03
1001,4.68000000000000000e+04,8.73785251121099282e+04,5.83279527418406797e+04,7.56560709000542647e+03
1002,4.68000000000000000e+04,2.07631695787907316e+05,1.49073747446569294e+05,7.68773199715403643e+03
1003,4.68000000000000000e+04,3.27884866463704500e+05,2.39819542151297675e+05,7.88702141730615222e+03
1001,4.77000000000000000e+04,8.75259523999554222e+04,5.82943409762294832e+04,7.71681739385070068e+03
1002,4.77000000000000000e+04,2.07783985515839246e+05,1.49054504942253669e+05,7.84123260042945640e+03
1003,4.77000000000000000e+04,3.28042018631722836e+05,2.39814668908277643e+05,8.04424912609310741e+03
1001,4.86000000000000000e+04,8.76735887708564260e+04,5.82606745208712819e+04,7.86824370672004534e+03
1002,4.86000000000000000e+04,2.07936484090811282e+05,1.49035208769532765e+05,7.99494713341244005e+03
1003,4.86000000000000000e+04,3.28199379410765890e+05,2.39809743018194044e+05,8.20168698422815942e+03
1001,4.95000000000000000e+04,8.78214342418579035e+04,5.82269533920063550e+04,8.01988604192883122e+03
1002,4.95000000000000000e+04,2.08089191529810341e+05,1.49015858944667998e+05,8.14887561566295972e+03
1003,4.95000000000000000e+04,3.28356948817762488e+05,2.39804764497329452e+05,8.35933502161289289e+03
1001,5.04000000000000000e+04,8.79694888300053717e+04,5.81931776058771575e+04,8.17174441278853010e+03
1002,5.04000000000000000e+04,2.08242107849823893e+05,1.48996455483922968e+05,8.30301806671188751e+03
1003,5.04000000000000000e+04,3.28514726869642094e+05,2.39799733361968625e+05,8.51719326808086407e+03
1001,5.13000000000000000e+04,8.81177525523449003e+04,5.81593471787283052e+04,8.32381883260674476e+03
1002,5.13000000000000000e+04,2.08395233067839959e+05,1.48976998403563455e+05,8.45737450606115635e+03
1003,5.13000000000000000e+04,3.28672713583334698e+05,2.39794649628398474e+05,8.67526175339783367e+03
1001,5.22000000000000000e+04,8.82662254259231122e+04,5.81254621268066112e+04,8.47610931468723356e+03
1002,5.22000000000000000e+04,2.08548567200847116e+05,1.48957487719857425e+05,8.61194495318392546e+03
1003,5.22000000000000000e+04,3.28830908975770755e+05,2.39789513312908093e+05,8.83354050726206697e+03
1001,5.31000000000000000e+04,8.84149074677871831e+04,5.80915224663610497e+04,8.62861587232994316e+03
1002,5.31000000000000000e+04,2.08702110265834461e+05,1.48937923449074966e+05,8.76672942752472409e+03
1003,5.31000000000000000e+04,3.28989313063881360e+05,2.39784324431788758e+05,8.99202955930485950e+03
1001,5.40000000000000000e+04,8.85637986949848273e+04,5.80575282136427704e+04,8.78133851883102579e+03
1002,5.40000000000000000e+04,2.08855862279791676e+05,1.48918305607488379e+05,8.92172794849965430e+03
1003,5.40000000000000000e+04,3.29147925864598132e+05,2.39779083001333900e+05,9.15072893909076629e+03
1001,5.49000000000000000e+04,8.87128991245643410e+04,5.80234793849051057e+04,8.93427726748290479e+03
1002,5.49000000000000000e+04,2.09009823259708937e+05,1.48898634211372148e+05,9.07694053549647288e+03
1003,5.49000000000000000e+04,3.29306747394853155e+05,2.39773789037839073e+05,9.30963867611789647e+03
1001,5.58000000000000000e+04,8.88622087735745445e+04,5.79893759964035708e+04,9.08743213157424543e+03
1002,5.58000000000000000e+04,2.09163993222577032e+05,1.48878909277002880e+05,9.23236720787486956e+03
1003,5.58000000000000000e+04,3.29465777671579155e+05,2.39768442557602073e+05,9.46875879981842809e+03
1001,5.67000000000000000e+04,8.90117276590648398e+04,5.79552180643958418e+04,9.24080312439004774e+03
1002,5.67000000000000000e+04,2.09318372185387270e+05,1.48859130820659397e+05,9.38800798496653078e+03
1003,5.67000000000000000e+04,3.29625016711709322e+05,2.39763043576922821e+05,9.62808933955878092e+03
1001,5.76000000000000000e+04,8.91614557980851532e+04,5.79210056051417851e+04,9.39439025921161010e+03
1002,5.76000000000000000e+04,2.09472960165131488e+05,1.48839298858622671e+05,9.54386288607530150e+03
1003,5.76000000000000000e+04,3.29784464532177430e+05,2.39757592112103419e+05,9.78763032464006574e+03
1001,5.85000000000000000e+04,8.93113932076859637e+04,5.78867386349034350e+04,9.54819354931659109e+03
1002,5.85000000000000000e+04,2.09627757178802072e+05,1.48819413407175860e+05,9.69993193047736895e+03
1003,5.85000000000000000e+04,3.29944121149917832e+05,2.39752088179448125e+05,9.94738178429843356e+03
1001,5.94000000000000000e+04,8.94615399049183179e+04,5.78524171699450089e+04,9.70221300797904951e+03
1002,5.94000000000000000e+04,2.09782763243391993e+05,1.48799474482604273e+05,9.85621513742144998e+03
1003,5.94000000000000000e+04,3.30103986581865291e+05,2.39746531795263407e+05,1.01073437477052248e+04
1001,6.03000000000000000e+04,8.96118959068338154e+04,5.78180412265328996e+04,9.85644864846945529e+03
1002,6.03000000000000000e+04,2.09937978375894745e+05,1.48779482101195434e+05,1.00127125261288766e+04
1003,6.03000000000000000e+04,3.30264060844955267e+05,2.39740922975857829e+05,1.02675162439676096e+04
1001,6.12000000000000000e+04,8.97624612304845941e+04,5.77836108209356753e+04,1.00109004840547059e+04
1002,6.12000000000000000e+04,2.10093402593304345e+05,1.48759436279238987e+05,1.01694241157937649e+04
1003,6.12000000000000000e+04,3.30424343956123688e+05,2.39735261737542198e+05,1.04278993021286715e+04
1001,6.21000000000000000e+04,8.99132358929233596e+04,5.77491259694240871e+04,1.01655685279981790e+04
1002,6.21000000000000000e+04,2.10249035912615393e+05,1.48739337033026823e+05,1.03263499255832066e+04
1003,6.21000000000000000e+04,3.30584835932307004e+05,2.39729548096629442e+05,1.05884929511678092e+04
1001,6.30000000000000000e+04,9.00642199112033559e+04,5.77145866882710543e+04,1.03204527935597343e+04
1002,6.30000000000000000e+04,2.10404878350823041e+05,1.48719184378852922e+05,1.04834899746374103e+04
1003,6.30000000000000000e+04,3.30745536790442304e+05,2.39723782069434645e+05,1.07492972200011736e+04
1001,6.39000000000000000e+04,9.02154133023783797e+04,5.76799929937516863e+04,1.04755532939957520e+04
1002,6.39000000000000000e+04,2.10560929924922937e+05,1.48698978333013481e+05,1.06408442820697801e+04
1003,6.39000000000000000e+04,3.30906446547467087e+05,2.39717963672275131e+05,1.09103121374817620e+04
1001,6.48000000000000000e+04,9.03668160835027957e+04,5.76453449021432607e+04,1.06308700425591760e+04
1002,6.48000000000000000e+04,2.10717190651911340e+05,1.48678718911806878e+05,1.07984128669671845e+04
1003,6.48000000000000000e+04,3.31067565220319491e+05,2.39712092921470321e+05,1.10715377323999764e+04
1001,6.57000000000000000e+04,9.05184282716315065e+04,5.76106424297252379e+04,1.07864030524995069e+04
1002,6.57000000000000000e+04,2.10873660548785003e+05,1.48658406131533644e+05,1.09561957483899914e+04
1003,6.57000000000000000e+04,3.31228892825938121e+05,2.39706169833341846e+05,1.12329740334837716e+04
1001,6.66000000000000000e+04,9.06702498838199535e+04,5.75758855927792538e+04,1.09421523370628365e+04
1002,6.66000000000000000e+04,2.11030339632541261e+05,1.48638040008496464e+05,1.11141929453722987e+04
1003,6.66000000000000000e+04,3.31390429381262162e+05,2.39700194424213492e+05,1.13946210693990888e+04
1001,6.75000000000000000e+04,9.08222809371241601e+04,5.75410744075891271e+04,1.10981179094919080e+04
1002,6.75000000000000000e+04,2.11187227920177975e+05,1.48617620559000265e+05,1.12724044769220181e+04
1003,6.75000000000000000e+04,3.31552174903231382e+05,2.39694166710411228e+05,1.15564788687501787e+04
1001,6.84000000000000000e+04,9.09745214486006735e+04,5.75062088904408447e+04,1.12542997830260920e+04
1002,6.84000000000000000e+04,2.11344325428693555e+05,1.48597147799352097e+05,1.14308303620210590e+04
1003,6.84000000000000000e+04,3.31714129408786015e+05,2.39688086708263174e+05,1.17185474600797952e+04
1001,6.93000000000000000e+04,9.11269714353066229e+04,5.74712890576225836e+04,1.14106979709014613e+04
1002,6.93000000000000000e+04,2.11501632175086968e+05,1.48576621745861194e+05,1.15894706196254665e+04
1003,6.93000000000000000e+04,3.31876292914866935e+05,2.39681954434099636e+05,1.18808268718696872e+04
1001,7.02000000000000000e+04,9.12796309142996615e+04,5.74363149254246964e+04,1.15673124863507692e+04
1002,7.02000000000000000e+04,2.11659148176357732e+05,1.48556042414838972e+05,1.17483252686655669e+04
1003,7.02000000000000000e+04,3.32038665438415424e+05,2.39675769904253073e+05,1.20433171325406820e+04
1001,7.11000000000000000e+04,9.14324999026379955e+04,5.74012865101397110e+04,1.17241433426034946e+04
1002,7.11000000000000000e+04,2.11816873449505889e+05,1.48535409822599002e+05,1.19073943280460808e+04
1003,7.11000000000000000e+04,3.32201246996373404e+05,2.39669533135058125e+05,1.22060182704532199e+04
1001,7.20000000000000000e+04,9.15855784173803986e+04,5.73662038280623383e+04,1.18811905528858879e+04
1002,7.20000000000000000e+04,2.11974808011532063e+05,1.48514723985457065e+05,1.20666778166463191e+04
1003,7.20000000000000000e+04,3.32364037605683319e+05,2.39663244142851618e+05,1.23689303139075546e+04
1001,7.29000000000000000e+04,9.17388664755861828e+04,5.73310668954894718e+04,1.20384541304209615e+04
1002,7.29000000000000000e+04,2.12132951879437373e+05,1.48493984919731069e+05,1.22261757533202435e+04
1003,7.29000000000000000e+04,3.32527037283288140e+05,2.39656902943972527e+05,1.25320532911440550e+04
1001,7.38000000000000000e+04,9.18923640943152277e+04,5.72958757287201734e+04,1.21959340884285502e+04
1002,7.38000000000000000e+04,2.12291305070223520e+05,1.48473192641741160e+05,1.23858881568966826e+04
1003,7.38000000000000000e+04,3.32690246046131419e+05,2.39650509554761986e+05,1.26953872303435710e+04
1001,7.47000000000000000e+04,9.20460712906279514e+04,5.72606303440556949e+04,1.23536304401253001e+04
1002,7.47000000000000000e+04,2.12449867600892758e+05,1.48452347167809610e+05,1.25458150461794539e+04
1003,7.47000000000000000e+04,3.32853663911157171e+05,2.39644063991563336e+05,1.28589321596276150e+04
1001,7.56000000000000000e+04,9.21999880815853248e+04,5.72253307577994565e+04,1.25115431987247157e+04
1002,7.56000000000000000e+04,2.12608639488447865e+05,1.48431448514260846e+05,1.27059564399474712e+04
1003,7.56000000000000000e+04,3.33017290895309998e+05,2.39637566270722076e+05,1.30226881070587860e+04
1001,7.65000000000000000e+04,9.23541144842488575e+04,5.71899769862570683e+04,1.26696723774371621e+04
1002,7.65000000000000000e+04,2.12767620749892172e+05,1.48410496697421535e+05,1.28663123569548934e+04
1003,7.65000000000000000e+04,3.33181127015535079e+05,2.39631016408585856e+05,1.31866551006410646e+04
1001,7.74000000000000000e+04,9.25084505156806408e+04,5.71545690457363235e+04,1.28280179894699340e+04
1002,7.74000000000000000e+04,2.12926811402229563e+05,1.48389491733620496e+05,1.30268828159312779e+04
1003,7.74000000000000000e+04,3.33345172288778063e+05,2.39624414421504509e+05,1.33508331683199958e+04
1001,7.83000000000000000e+04,9.26629961929432902e+04,5.71191069525471830e+04,1.29865800480272264e+04
1002,7.83000000000000000e+04,2.13086211462464475e+05,1.48368433639188705e+05,1.31876678355817166e+04
1003,7.83000000000000000e+04,3.33509426731985237e+05,2.39617760325830051e+05,1.35152223379831557e+04
1001,7.92000000000000000e+04,9.28177515330999886e+04,5.70835907230017910e+04,1.31453585663102003e+04
1002,7.92000000000000000e+04,2.13245820947601867e+05,1.48347322430459317e+05,1.33486674345869287e+04
1003,7.92000000000000000e+04,3.33673890362103295e+05,2.39611054137916653e+05,1.36798226374602200e+04
1001,8.01000000000000000e+04,9.29727165532144572e+04,5.70480203734144743e+04,1.33043535575169735e+04
1002,8.01000000000000000e+04,2.13405639874647255e+05,1.48326158123767673e+05,1.35098816316034354e+04
1003,8.01000000000000000e+04,3.33838563196079573e+05,2.39604295874120697e+05,1.38446340945234788e+04
1001,8.10000000000000000e+04,9.31278912703509704e+04,5.70123959201017497e+04,1.34635650348426589e+04
1002,8.10000000000000000e+04,2.13565668260606704e+05,1.48304940735451295e+05,1.36713104452636817e+04
1003,8.10000000000000000e+04,3.34003445250861929e+05,2.39597485550800688e+05,1.40096567368880187e+04
